style	pair_id	text1_id	text2_id	text1	text2	intercoder	comparison	intensity1	intensity1_num	intensity2	intensity2_num	comparison_label
Affect	f0a78ca1e7e2175bf6f152b936583121	11f81009c1758ded754e5d9e9d6989dd	0ed20a2a4b841e373ead87a27b5a8c76	I think that I have given way rather generously, and now I must continue.	I hope the House can forgive me for intervening again on the right hon  Gentleman, but he is actually the person who is most likely to be able to give us answers to questions because, unlike the Leader of the House, he is our representative on the Commission.	FALSE	0	1	1	1	1	both similarly representative of <STYLE>
Affect	f396d9cf29b442b52d840de408524234	811a9218d1c811a44810828747e8beee	e341391764bae9f49c4e2dda6c54fb2e	The vast majority of people in Britain have barely heard any of that positive news.	Consett had virtually an exclusively male work force at that time: hardly any women in the town worked.	FALSE	1	2	2	1	1	text one more representative of <STYLE>
Affect	f7f36a8a68fd0ec76c0cd837e880ef0f	ea68b070f77c8541091bd7511e323dde	1a8f51f677eb7f3a1937025dda30e3a2	Members who probably have almost no knowledge of Wandsworth or Westminster ask how such areas can possibly be more deprived than others, especially the ones that they represent.	This is also a British problem in a rather more profound and structured sense.	TRUE	0	2	2	2	2	both similarly representative of <STYLE>
Affect	f8377e9589e491d97ffe11e2077e97b8	7c330c8cbb01465e05f26c9efffab047	8ac3deda5b27707c5d97395b86dcc83f	What we have seen from the Government of Saudi Arabia is pathetic, inconsistent explanation after explanation.	I am really sorry to hear that; I can imagine it must be incredibly disappointing.	FALSE	-1	2	2	4	4	text two more representative of <STYLE>
Aggression	00c653c8ace0d07ff3d43766f422f1e2	5a58c7349737d1f8770c307143a063a3	41f0f6c0dd4d373c2553116dc841ebea	I regret to have to say that that stands in stark contrast to the scaremongering and wholly misleading accusations made by the Opposition about eligibility.	The entire procedure that led to his conviction was utterly, completely and incontestably absurd, futile and dangerous.	FALSE	-1	NA	NA	5	5	text two more representative of <STYLE>
Aggression	01626b654713992960f543da2a9f1a61	a3e89230cfa1b06955133a6b2fc1371d	34b8522849e62fbaa8b0a18f158eb2b8	Either the Ministers are indifferent and incompetent, or they are indifferent and venal.	We deplore the delay that has occurred so far because of Government inaction and hesitancy.	FALSE	1	5	5	5	5	text one more representative of <STYLE>
Aggression	0767719760dfa36e744fa7db872539aa	2533b1b42ed8ce1381a06acf6653964c	e6b0add9d89096bc65a8078b6d614a16	Under the Road Safety Act 2006, when a visitor in a foreign vehicle commits an offence, we are able to stop them at the roadside and request from them a deposit equivalent to the fine that they would have to pay if the matter was taken to court and they were found guilty.	I am sure that everybody condemns what was an appalling and totally unjustifiable attack.	FALSE	-1	1	1	5	5	text two more representative of <STYLE>
Aggression	07af017c688b04c1600cda5aab848376	55fe7fe0254896f5f565054f7077defd	74cdb16e1aa3c6fd59b4e1af4bb68ec0	It is unfair that the bonds of trust that hold our regiments and units together should be undermined in this shameful fashion.	I thought it was stupid when it was suggested by the stupid Electoral Commission and it has remained stupid ever since.	FALSE	-1	2	2	3	3	text two more representative of <STYLE>
Aggression	0d91a211e4f577329ba328ef10b409d8	b44e9e45bcde21d25211d4c553c7e850	9ed18bfb225c3dc5a833c2c1e26f7da5	Sometimes people are funny, sometimes they think they are funny, sometimes they think they are funny deliberately when they are not, sometimes they do not realise they are funny when they are.	It is utterly despicable for any private company to think that it can do that.	TRUE	-1	2	2	NA	NA	text two more representative of <STYLE>
Aggression	0df3ac93b284d15796c8bf850bb62967	9a880d23a0e658060179322bdf0f16ac	11e36dcd2fc7467235927819c7aedcfd	Were it not for the fact that his rhetoric descended on us with all the impact of a slap in the face with a wet kipper, it would have been particularly unfortunate and unpleasant, because the education action zones will hit many of the buttons that must be pressed in 1990s education.	I utterly deplore and condemn those vicious attacks, in many cases upon teenagers who, as a result, are often maimed for life.	FALSE	-1	3	3	4	4	text two more representative of <STYLE>
Aggression	0f47fe66f09422c487be79029365eb86	a87369c66688633741e5ebea4f93c7f0	b6034bea1eb039407137b4fb624a091a	Does he accept that there is a blatant contradiction that the Government have to address?	She went on to describe Louis Smith's actions as ""very, very offensive"" and ""shameful"".	FALSE	1	2	2	1	1	text one more representative of <STYLE>
Aggression	10941b3f36792c4007033aed45bd379f	c5b381a108ac79440b5f50100debeae8	c612f7cf25b23d46d22bfc87d1c50287	Will he join me in paying tribute to the work of the BBC external services, which probably do more than any other institution to promote knowledge and understanding, especially in countries suffering some form of internal difficulty?	Understandably, local people are most concerned and have made many representations to me.	FALSE	-1	2	2	3	3	text two more representative of <STYLE>
Aggression	11528720d444d95af9ab9a294206c137	b21116ce78fec8097091b66ae762fb8c	48e6e228738b20294ec516cfbb2feb89	That is manifestly unjust; it is clearly discriminatory against other members of the Commonwealth.	I hope the Minister excuses my ignorance, but how does that fit in with the new sky business?	FALSE	1	5	5	3	3	text one more representative of <STYLE>
Aggression	128219e17cbdb98f9e7c973fa6903347	15473fa00aed7e19c9715a183b7ad98c	f4ef2b373ea2fabdc36fbd5493fd945a	The Conservatives are treating adoption as a political ideology, and that is totally unacceptable.	It is nonsense, as I tried to point out in some of my interventions in the debate.	TRUE	1	NA	NA	3	3	text one more representative of <STYLE>
Aggression	20f193253368c4e31b50d6fa5a93aee1	256c58acf74772b70597f9dcfab607ee	90e921e5d681f11724c36cf0f4c7c3ea	The idea that we will go in and raid all those homes is utter nonsense and scaremongering.	The Pope says:  ""Doomsday predictions can no longer be met with irony or disdain.	FALSE	1	5	5	NA	NA	text one more representative of <STYLE>
Aggression	22c0e4b7cef8112971e8efc3d017da23	916557460b2fd4fa2fafb6ca2eb06730	abef7ab12759df4643f1917e2c827d95	Does that not go back on Labour's promise to be fair to the shire areas?	She has made an important point, although she has completely and utterly misunderstood the Government's intentions on the particular issue in question.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Aggression	2c405b9d088132a24a4fdd868ffc4087	6d2c26616ab1cd73e349fdaa5fc0825a	109bc4cc25c653c1c7cbe72fda04eb91	I think that every single Member in the House today would support that sentiment.	The changes in mortgage tax relief next April, which had been announced previously, will hit living standards as well.	FALSE	0	2	2	2	2	both similarly representative of <STYLE>
Aggression	2d8e66a15303db80add6697f3ee23d87	4981fc6ee072e514588428ba0a9ebfb3	cd4402b7ad5bcf0b50611d970e829f59	They have offered no real argument as to why everyone else is wrong and they are right.	The attacks in Orlando on Saturday night were utterly evil and the Government condemn them completely.	FALSE	-1	NA	NA	5	5	text two more representative of <STYLE>
Aggression	3295175575d74bad0a439f865c3a75be	c5d7c6eae15954bac41c5f3bf5fd1188	7dc42c9f01390e3a628435a3f5fee707	Whenever a referee looks confused at you, you know there is something wrong.	Some of the accusations and claims that are being bandied about seem, at best, to be disingenuous.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Aggression	3929720f6b140381793d659debb71664	40f75a01a05ad369ab1662b96ecc1bb1	a0ba23c33de2799f0573e006033ad861	For the hon  Gentleman to dub her remarks as utter tosh was quite outrageous and scandalous.	The idea that every form of discipline should be the same is patently ludicrous.	FALSE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Aggression	3da2083590fb311cc8af21e631b9ea8a	d0835c3384db2b84d23c7c99c30099a8	f1739b8b58694209973642b558017374	That strikes me as a cynical policy, cynically set out in a cynical document produced by a deeply cynical party.	This is an interesting exchange, but it is totally irrelevant to the clause.	FALSE	1	5	5	NA	NA	text one more representative of <STYLE>
Aggression	3f48b26ec3f44708c7f76266dbece97c	9b322e9e97b3913fcd2125bcf5f3bd5c	f8f11aa4d00315decc0cc8c835c977c1	I must also not sound churlish when I say that our new clause is slightly better and superior to the Government's amendment because our provision contains two additional safeguards in   and  , which cover identification possibilities by way of pictures in the media and by way of recording people's voices.	In the case of the Army, experience demonstrates that our current light forces cannot provide the combat power required by some of the more demanding operations in which rapid deployment is needed, so we must move from the current mix of light and heavy forces, representing the two extremes of deployability and combat power, to a more graduated and balanced structure of light, medium and heavy forces together with a greater emphasis on enabling capabilities such as logistics, engineers and intelligence.	FALSE	-1	1	1	2	2	text two more representative of <STYLE>
Aggression	3f96264e1968c7f76b1d00b042025e36	c9be20105ca7460dc92ee58c011ab049	394f0fc5ef712973dde4660b987b90e0	That is why this analogy with a business deal is so fatuous, ridiculous and wrong.	End the damaging austerity agenda and stop the catastrophic ideological obsession with a Brexit no deal.	FALSE	0	5	5	5	5	both similarly representative of <STYLE>
Aggression	45e753a92d9e3e94931de157a27479ce	56acf4ff16f7450bf6319479f0e7ec42	11b2625fe852a2344ddb98b5dfac8835	So we have two levels of maintenance, one of which is grossly unfair to a working partner - male or female.	Labour Members immediately condemned the President's reckless and irresponsible rhetoric, while the Prime Minister was somewhat slower to do so.	FALSE	-1	3	3	5	5	text two more representative of <STYLE>
Aggression	46559750f70e9f286bf1825e779c0654	7fa679c71c0d0ecfd45c66e2cf267b10	57f4c18ba7bada7e1397e440c0e6fe6b	Nearly 1 million parents - about a quarter of all parents with children under six - asked for a change in their working hours.	Dues paid into the international system have come to just over £3 billion this year, and at 0.7 per cent. of GDP, that figure would be roughly £7 billion.	FALSE	0	3	3	3	3	both similarly representative of <STYLE>
Aggression	46b59796d25668a46c1eb723c7448658	0416aa198f42c009db33766b54b7b343	7d42009729e9fefb6ae647f74a5923ec	All that should be totally and utterly irrelevant: in my mind, only a Bill that does that can truly be called an equality Bill.	Despite all the consultation, where is the opposition coming from - except from Labour Members who choose to speak for the main dissenting voices outside?	FALSE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Aggression	4882fdcf15346ce81e5cecf5de25a283	ed2a10b4b9d8db85b6ff068db4f17996	4acef9fd9113b8c15d890bd70aab485c	We have united under one roof the provision of culture and of libraries, to provide a more joined-up and effective service.	We are now so frightened of children on trains that when we see them mucking around, swearing and threatening people, we cower in our seats and we do not even intervene.	FALSE	-1	1	1	2	2	text two more representative of <STYLE>
Aggression	4dd99039083dbab21d1ddcc9a9bf5934	3a8632cba7d4477d326b82ea970aafd9	8e3eb19c28c3921171b270728fb291e8	Ageism as a form of immoral discrimination remains wicked, but it is worse than that.	Those incompetent and unco-ordinated arrangements flowed directly from the incompetent and unco-ordinated arrangements that she established under the 1996 Act.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
